grid_index,age,probability,centile,quantile
8,14.2993333333333,0.02,2,72.6082677174867
8,14.2993333333333,0.09,9,77.0110983288926
8,14.2993333333333,0.25,25,81.3908295960492
8,14.2993333333333,0.5,50,86.1041423562843
8,14.2993333333333,0.75,75,91.1181089641359
8,14.2993333333333,0.91,91,96.386609359743
8,14.2993333333333,0.98,98,102.396885739768
8,14.2993333333333,0.996,99.6,107.757958594149
9,14.5505,0.004,0.4,71.6264635377919
9,14.5505,0.02,2,75.1960142499816
9,14.5505,0.09,9,79.7126984805983
9,14.5505,0.25,25,84.2097842015979
9,14.5505,0.5,50,89.0541270139698
9,14.5505,0.75,75,94.2130333047507
9,14.5505,0.91,91,99.6401445181415
9,14.5505,0.98,98,105.839413723467
9,14.5505,0.996,99.6,111.376406205575
10,14.8016666666667,0.004,0.4,74.1531654312917
10,14.8016666666667,0.02,2,77.8040140683294
10,14.8016666666667,0.09,9,82.4268539757167
10,14.8016666666667,0.25,25,87.0334840016333
10,14.8016666666667,0.5,50,92.0003303786413
10,14.8016666666667,0.75,75,97.295022437523
10,14.8016666666667,0.91,91,102.871094188534
10,14.8016666666667,0.98,98,109.248385996319
10,14.8016666666667,0.996,99.6,114.951615602296
11,15.0528333333333,0.004,0.4,76.7088149299695
11,15.0528333333333,0.02,2,80.4344475845426
11,15.0528333333333,0.09,9,85.1549600746801
11,15.0528333333333,0.25,25,89.8624618515608
11,15.0528333333333,0.5,50,94.9422651328215
11,15.0528333333333,0.75,75,100.362398032248
11,15.0528333333333,0.91,91,106.076410730862
11,15.0528333333333,0.98,98,112.619045928623
11,15.0528333333333,0.996,99.6,118.477175069538
12,15.304,0.004,0.4,79.2955737281883
12,15.304,0.02,2,83.0890258712335
12,15.304,0.09,9,87.8980936302868
12,15.304,0.25,25,92.6970890780042
12,15.304,0.5,50,97.8794569140605
12,15.304,0.75,75,103.413684626728
12,15.304,0.91,91,109.253451264568
12,15.304,0.98,98,115.947271712401
12,15.304,0.996,99.6,121.947509910506
13,15.5551666666667,0.004,0.4,81.913053735427
13,15.5551666666667,0.02,2,85.76739660086
13,15.5551666666667,0.09,9,90.6559201603154
13,15.5551666666667,0.25,25,95.5370128945772
13,15.5551666666667,0.5,50,100.811486855583
13,15.5551666666667,0.75,75,106.448333857229
13,15.5551666666667,0.91,91,112.401459105034
13,15.5551666666667,0.98,98,119.231971232046
13,15.5551666666667,0.996,99.6,125.361135362042
14,15.8063333333333,0.004,0.4,84.5598768370531
14,15.8063333333333,0.02,2,88.4683998469646
14,15.8063333333333,0.09,9,93.4275464100325
14,15.8063333333333,0.25,25,98.3815887424148
14,15.8063333333333,0.5,50,103.737952476898
14,15.8063333333333,0.75,75,109.466164132268
14,15.8063333333333,0.91,91,115.520436174494
14,15.8063333333333,0.98,98,122.473285582762
14,15.8063333333333,0.996,99.6,128.718246124857
15,16.0575,0.004,0.4,87.2343995239377
15,16.0575,0.02,2,91.1906533764998
15,16.0575,0.09,9,96.2119195828307
15,16.0575,0.25,25,101.230084286658
15,16.0575,0.5,50,106.65845118158
15,16.0575,0.75,75,112.467098729901
15,16.0575,0.91,91,118.610612271802
15,16.0575,0.98,98,125.67173924893
15,16.0575,0.996,99.6,132.01957183763
16,16.3086666666667,0.004,0.4,89.9347400852395
16,16.3086666666667,0.02,2,93.9325751323722
16,16.3086666666667,0.09,9,99.0078431189381
16,16.3086666666667,0.25,25,104.081687880372
16,16.3086666666667,0.5,50,109.572580362685
16,16.3086666666667,0.75,75,115.451156740728
16,16.3086666666667,0.91,91,121.672426421191
16,16.3086666666667,0.98,98,128.828210994843
16,16.3086666666667,0.996,99.6,135.266339471171
17,16.5598333333333,0.004,0.4,92.6588101538457
17,16.5598333333333,0.02,2,96.6924094149834
17,16.5598333333333,0.09,9,101.813995191882
17,16.5598333333333,0.25,25,106.935518558862
17,16.5598333333333,0.5,50,112.479937482635
17,16.5598333333333,0.75,75,118.418441971073
17,16.5598333333333,0.91,91,124.706503626347
17,16.5598333333333,0.98,98,131.943896660032
17,16.5598333333333,0.996,99.6,138.460223957826
18,16.811,0.004,0.4,95.4045275997883
18,16.811,0.02,2,99.4684053975673
18,16.811,0.09,9,104.629059831772
18,16.811,0.25,25,109.790705799062
18,16.811,0.5,50,115.380140021258
18,16.811,0.75,75,121.369094310415
18,16.811,0.91,91,127.713528924649
18,16.811,0.98,98,135.020088791671
18,16.811,0.996,99.6,141.60303832405
19,17.0621666666667,0.004,0.4,98.1708783815656
19,17.0621666666667,0.02,2,102.259708117934
19,17.0621666666667,0.09,9,107.452384068664
19,17.0621666666667,0.25,25,112.646794406276
19,17.0621666666667,0.5,50,118.272937114303
19,17.0621666666667,0.75,75,124.303064708298
19,17.0621666666667,0.91,91,130.693641214263
19,17.0621666666667,0.98,98,138.057101380751
19,17.0621666666667,0.996,99.6,144.695209136754
20,17.3133333333333,0.004,0.4,100.957240403622
20,17.3133333333333,0.02,2,105.065790528719
20,17.3133333333333,0.09,9,110.283557539751
20,17.3133333333333,0.25,25,115.503482509234
20,17.3133333333333,0.5,50,121.158130596428
20,17.3133333333333,0.75,75,127.220244943563
20,17.3133333333333,0.91,91,133.646797571127
20,17.3133333333333,0.98,98,141.054920436001
20,17.3133333333333,0.996,99.6,147.73669894138
21,17.5645,0.004,0.4,103.762914865557
21,17.5645,0.02,2,107.886059949072
21,17.5645,0.09,9,113.122121489
21,17.5645,0.25,25,118.36044090615
21,17.5645,0.5,50,124.035522335398
21,17.5645,0.75,75,130.120561607503
21,17.5645,0.91,91,136.573033014951
21,17.5645,0.98,98,144.013667601292
21,17.5645,0.996,99.6,150.727665093862
22,17.8156666666667,0.004,0.4,106.587132242675
22,17.8156666666667,0.02,2,110.719862994026
22,17.8156666666667,0.09,9,115.967572205677
22,17.8156666666667,0.25,25,121.217314884623
22,17.8156666666667,0.5,50,126.904914226176
22,17.8156666666667,0.75,75,133.003974156663
22,17.8156666666667,0.91,91,139.472456656011
22,17.8156666666667,0.98,98,146.933594501129
22,17.8156666666667,0.996,99.6,153.668453044687
23,18.0668333333333,0.004,0.4,109.429058598026
23,18.0668333333333,0.02,2,113.566490816514
23,18.0668333333333,0.09,9,118.819364719234
23,18.0668333333333,0.25,25,124.073726193807
23,18.0668333333333,0.5,50,129.766108156655
23,18.0668333333333,0.75,75,135.870472649794
23,18.0668333333333,0.91,91,142.345247099256
23,18.0668333333333,0.98,98,149.815075678236
23,18.0668333333333,0.996,99.6,156.559587445358
24,18.318,0.004,0.4,112.287006419988
24,18.318,0.02,2,116.424534790024
24,18.318,0.09,9,121.676465853117
24,18.318,0.25,25,126.929038360859
24,18.318,0.5,50,132.618917753327
24,18.318,0.75,75,138.720372504839
24,18.318,0.91,91,145.192268288596
24,18.318,0.98,98,152.659621247859
24,18.318,0.996,99.6,159.403167077697
25,18.5691666666667,0.004,0.4,115.15163179694
25,18.5691666666667,0.02,2,119.286333369007
25,18.5691666666667,0.09,9,124.533502831971
25,18.5691666666667,0.25,25,129.780334526838
25,18.5691666666667,0.5,50,135.463269146887
25,18.5691666666667,0.75,75,141.556852693461
25,18.5691666666667,0.91,91,148.020372421086
25,18.5691666666667,0.98,98,155.478595665208
25,18.5691666666667,0.996,99.6,162.21487334758
26,18.8203333333333,0.004,0.4,118.009345968656
26,18.8203333333333,0.02,2,122.140764643505
26,18.8203333333333,0.09,9,127.382705773296
26,18.8203333333333,0.25,25,132.623440099173
26,18.8203333333333,0.5,50,138.299151424607
26,18.8203333333333,0.75,75,144.384672251987
26,18.8203333333333,0.91,91,150.839716389221
26,18.8203333333333,0.98,98,158.288807574415
26,18.8203333333333,0.996,99.6,165.017903642407
27,19.0715,0.004,0.4,120.846575756212
27,19.0715,0.02,2,124.976726800254
27,19.0715,0.09,9,130.21632367495
27,19.0715,0.25,25,135.454192456299
27,19.0715,0.5,50,141.126554357346
27,19.0715,0.75,75,147.208577608496
27,19.0715,0.91,91,153.660432930143
27,19.0715,0.98,98,161.107036868635
27,19.0715,0.996,99.6,167.835435655844
28,19.3226666666667,0.004,0.4,123.649782896944
28,19.3226666666667,0.02,2,127.783149941413
28,19.3226666666667,0.09,9,133.026629230737
28,19.3226666666667,0.25,25,138.268441587783
28,19.3226666666667,0.5,50,143.945467705678
28,19.3226666666667,0.75,75,150.033304160678
28,19.3226666666667,0.91,91,156.492638854392
28,19.3226666666667,0.98,98,163.950056152964
28,19.3226666666667,0.996,99.6,170.6906661159
29,19.5738333333333,0.004,0.4,126.40536134848
29,19.5738333333333,0.02,2,130.548904352195
29,19.5738333333333,0.09,9,135.805848149529
29,19.5738333333333,0.25,25,141.062008720609
29,19.5738333333333,0.5,50,146.755881256863
29,19.5738333333333,0.75,75,152.86363233641
29,19.5738333333333,0.91,91,159.346564257005
29,19.5738333333333,0.98,98,166.834862806099
29,19.5738333333333,0.996,99.6,173.607153637812
30,19.825,0.004,0.4,129.100479880658
30,19.825,0.02,2,133.263482322605
30,19.825,0.09,9,138.546630248068
30,19.825,0.25,25,143.830939918359
30,19.825,0.5,50,149.557796108906
30,19.825,0.75,75,155.704132377013
30,19.825,0.91,91,162.232008457674
30,19.825,0.98,98,169.777795760483
30,19.825,0.996,99.6,176.607625778675
31,20.0761666666667,0.004,0.4,131.737147154897
31,20.0761666666667,0.02,2,135.928552220265
31,20.0761666666667,0.09,9,141.25018068438
31,20.0761666666667,0.25,25,146.575951191139
31,20.0761666666667,0.5,50,152.351380620864
31,20.0761666666667,0.75,75,158.554378863847
31,20.0761666666667,0.91,91,165.147926070215
31,20.0761666666667,0.98,98,172.777131514917
31,20.0761666666667,0.996,99.6,179.689804775567
32,20.3273333333333,0.004,0.4,134.329133064138
32,20.3273333333333,0.02,2,138.555441314825
32,20.3273333333333,0.09,9,143.924500362548
32,20.3273333333333,0.25,25,149.301472819647
32,20.3273333333333,0.5,50,155.136932892598
32,20.3273333333333,0.75,75,161.409946558165
32,20.3273333333333,0.91,91,168.084567075427
32,20.3273333333333,0.98,98,175.816596198577
32,20.3273333333333,0.996,99.6,182.831197020603
33,20.5785,0.004,0.4,136.890761301903
33,20.5785,0.02,2,141.15594029736
33,20.5785,0.09,9,146.577924999205
33,20.5785,0.25,25,152.012122594751
33,20.5785,0.5,50,157.914753988489
33,20.5785,0.75,75,164.266181712799
33,20.5785,0.91,91,171.031663785516
33,20.5785,0.98,98,178.879001000119
33,20.5785,0.996,99.6,186.007969324944
34,20.8296666666667,0.004,0.4,139.436814520575
34,20.8296666666667,0.02,2,143.742236649229
34,20.8296666666667,0.09,9,149.219087976264
34,20.8296666666667,0.25,25,154.7126900998
34,20.8296666666667,0.5,50,160.685145028248
34,20.8296666666667,0.75,75,167.118199151737
34,20.8296666666667,0.91,91,173.97841010269
34,20.8296666666667,0.98,98,181.946174627348
34,20.8296666666667,0.996,99.6,189.194811381647
35,21.0808333333333,0.004,0.4,141.982605147134
35,21.0808333333333,0.02,2,146.326979338789
35,21.0808333333333,0.09,9,151.856971675067
35,21.0808333333333,0.25,25,157.408167677415
35,21.0808333333333,0.5,50,163.44840712779
35,21.0808333333333,0.75,75,169.960837103459
35,21.0808333333333,0.91,91,176.913353062088
35,21.0808333333333,0.98,98,184.998758754444
35,21.0808333333333,0.996,99.6,192.364619586891
36,21.332,0.004,0.4,144.543610806966
36,21.332,0.02,2,148.922980109754
36,21.332,0.09,9,154.500698579959
36,21.332,0.25,25,160.103638125925
36,21.332,0.5,50,166.204841014375
36,21.332,0.75,75,172.78878463665
36,21.332,0.91,91,179.824663678622
36,21.332,0.98,98,188.016652509417
36,21.332,0.996,99.6,195.489103621049
37,21.5831666666667,0.004,0.4,147.124967762865
37,21.5831666666667,0.02,2,151.534567052216
37,21.5831666666667,0.09,9,157.153445472315
37,21.5831666666667,0.25,25,162.800978118454
37,21.5831666666667,0.5,50,168.954736305942
37,21.5831666666667,0.75,75,175.600408879134
37,21.5831666666667,0.91,91,182.708402159315
37,21.5831666666667,0.98,98,190.992884870662
37,21.5831666666667,0.996,99.6,198.558187689093
38,21.8343333333333,0.004,0.4,149.720455856346
38,21.8343333333333,0.02,2,154.156726193209
38,21.8343333333333,0.09,9,159.811817325389
38,21.8343333333333,0.25,25,165.498506568509
38,21.8343333333333,0.5,50,171.698370929704
38,21.8343333333333,0.75,75,178.398200935422
38,21.8343333333333,0.91,91,185.569526917862
38,21.8343333333333,0.98,98,193.935403233408
38,21.8343333333333,0.996,99.6,201.582638250572
39,22.0855,0.004,0.4,152.323145373638
39,22.0855,0.02,2,156.783847539286
39,22.0855,0.09,9,162.471988237904
39,22.0855,0.25,25,168.194302587939
39,22.0855,0.5,50,174.436022300881
39,22.0855,0.75,75,181.184949219425
39,22.0855,0.91,91,188.413661111348
39,22.0855,0.98,98,196.853316783456
39,22.0855,0.996,99.6,204.574906841086
40,22.3366666666667,0.004,0.4,154.92591842795
40,22.3366666666667,0.02,2,159.410156517981
40,22.3366666666667,0.09,9,165.130007148552
40,22.3366666666667,0.25,25,170.886372134049
40,22.3366666666667,0.5,50,177.16796781499
40,22.3366666666667,0.75,75,183.963543299807
40,22.3366666666667,0.91,91,191.246666374956
40,22.3366666666667,0.98,98,199.756176386032
40,22.3366666666667,0.996,99.6,207.548117829895
41,22.5878333333333,0.004,0.4,157.521509517567
41,22.5878333333333,0.02,2,162.029749571822
41,22.5878333333333,0.09,9,167.781824864313
41,22.5878333333333,0.25,25,173.572663701325
41,22.5878333333333,0.5,50,179.894484857859
41,22.5878333333333,0.75,75,186.736952858344
41,22.5878333333333,0.91,91,194.074594335603
41,22.5878333333333,0.98,98,202.653887519618
41,22.5878333333333,0.996,99.6,210.515939895352
42,22.839,0.004,0.4,160.102616531111
42,22.839,0.02,2,164.636686825141
42,22.839,0.09,9,170.423360287513
42,22.839,0.25,25,176.251104316027
42,22.839,0.5,50,182.615849465881
42,22.839,0.75,75,189.50818065315
42,22.839,0.91,91,196.903584278867
42,22.839,0.98,98,205.556534865429
42,22.839,0.996,99.6,213.492335620463
43,23.0901666666667,0.004,0.4,162.668085474665
43,23.0901666666667,0.02,2,167.230083050518
43,23.0901666666667,0.09,9,173.054074124911
43,23.0901666666667,0.25,25,178.921506148998
43,23.0901666666667,0.5,50,185.332260833972
43,23.0901666666667,0.75,75,192.277848220387
43,23.0901666666667,0.91,91,199.734713962411
43,23.0901666666667,0.98,98,208.465732929834
43,23.0901666666667,0.996,99.6,216.479413501597
44,23.3413333333333,0.004,0.4,165.225797161069
44,23.3413333333333,0.02,2,169.816490372362
44,23.3413333333333,0.09,9,175.678648432645
44,23.3413333333333,0.25,25,181.586467608418
44,23.3413333333333,0.5,50,188.043808502525
44,23.3413333333333,0.75,75,195.043049141254
44,23.3413333333333,0.91,91,202.561533820414
44,23.3413333333333,0.98,98,211.370446322909
44,23.3413333333333,0.996,99.6,219.461506671871
45,23.5925,0.004,0.4,167.784574274737
45,23.5925,0.02,2,172.403242400712
45,23.5925,0.09,9,178.302320544441
45,23.5925,0.25,25,184.248888315977
45,23.5925,0.5,50,190.7505731343
45,23.5925,0.75,75,197.800490585728
45,23.5925,0.91,91,205.376750098667
45,23.5925,0.98,98,214.258183747544
45,23.5925,0.996,99.6,222.420851975255
46,23.8436666666667,0.004,0.4,170.35345954445
46,23.8436666666667,0.02,2,174.997858009231
46,23.8436666666667,0.09,9,180.930462603593
46,23.8436666666667,0.25,25,186.911743670971
46,23.8436666666667,0.5,50,193.452635423263
46,23.8436666666667,0.75,75,200.546781954472
46,23.8436666666667,0.91,91,208.172844708372
46,23.8436666666667,0.98,98,217.116047697928
46,23.8436666666667,0.996,99.6,225.3390754375
47,24.0948333333333,0.004,0.4,172.941691828372
47,24.0948333333333,0.02,2,177.608016726862
47,24.0948333333333,0.09,9,183.56855959291
47,24.0948333333333,0.25,25,189.578070285813
47,24.0948333333333,0.5,50,196.150076069451
47,24.0948333333333,0.75,75,203.27845951027
47,24.0948333333333,0.91,91,210.942138339447
47,24.0948333333333,0.98,98,219.930861026082
47,24.0948333333333,0.996,99.6,228.19739720874
48,24.346,0.004,0.4,175.558598201665
48,24.346,0.02,2,180.241462250756
48,24.346,0.09,9,186.222134180168
48,24.346,0.25,25,192.25092108482
48,24.346,0.5,50,198.842975479983
48,24.346,0.75,75,205.992049986006
48,24.346,0.91,91,213.676943336757
48,24.346,0.98,98,222.689455582167
48,24.346,0.996,99.6,230.977078751728
49,24.5971666666667,0.004,0.4,178.205968363566
49,24.5971666666667,0.02,2,182.899695649115
49,24.5971666666667,0.09,9,188.892273541881
49,24.5971666666667,0.25,25,194.930913312466
49,24.5971666666667,0.5,50,201.531374605074
49,24.5971666666667,0.75,75,208.686892949394
49,24.5971666666667,0.91,91,216.375752972672
49,24.5971666666667,0.98,98,225.389204212724
49,24.5971666666667,0.996,99.6,233.674334087985
50,24.8483333333333,0.004,0.4,180.87028614899
50,24.8483333333333,0.02,2,185.571566175955
50,24.8483333333333,0.09,9,191.571097559944
50,24.8483333333333,0.25,25,197.613751944836
50,24.8483333333333,0.5,50,204.215235474856
50,24.8483333333333,0.75,75,211.367972300595
50,24.8483333333333,0.91,91,219.049428243354
50,24.8483333333333,0.98,98,228.048504831266
50,24.8483333333333,0.996,99.6,236.315117844556
51,25.0995,0.004,0.4,183.536083089444
51,25.0995,0.02,2,188.244319756687
51,25.0995,0.09,9,194.249598386675
51,25.0995,0.25,25,200.294528617587
51,25.0995,0.5,50,206.894510809358
51,25.0995,0.75,75,214.040968715522
51,25.0995,0.91,91,221.710347739736
51,25.0995,0.98,98,230.688321318913
51,25.0995,0.996,99.6,238.92900083934
52,25.3506666666667,0.004,0.4,186.187775805277
52,25.3506666666667,0.02,2,190.905127644195
52,25.3506666666667,0.09,9,196.918732941977
52,25.3506666666667,0.25,25,202.968325024812
52,25.3506666666667,0.5,50,209.569153313781
52,25.3506666666667,0.75,75,216.711551367589
52,25.3506666666667,0.91,91,224.370838794957
52,25.3506666666667,0.98,98,233.329481290801
52,25.3506666666667,0.996,99.6,241.54530079683
53,25.6018333333333,0.004,0.4,188.809639924687
53,25.6018333333333,0.02,2,193.54107066146
53,25.6018333333333,0.09,9,199.569417181182
53,25.6018333333333,0.25,25,205.630212877737
53,25.6018333333333,0.5,50,212.239115678826
53,25.6018333333333,0.75,75,219.38536922089
53,25.6018333333333,0.91,91,227.043147348352
53,25.6018333333333,0.98,98,235.992601951891
53,25.6018333333333,0.996,99.6,244.192946672945
54,25.853,0.004,0.4,191.385679415911
54,25.853,0.02,2,196.139032741484
54,25.853,0.09,9,202.192452272307
54,25.853,0.25,25,208.275214652368
54,25.853,0.5,50,214.904350669671
54,25.853,0.75,75,222.068095108609
54,25.853,0.91,91,229.739530197447
54,25.853,0.98,98,238.698239024708
54,25.853,0.996,99.6,246.900678846262
55,26.1041666666667,0.004,0.4,193.903948330833
55,26.1041666666667,0.02,2,198.689237362224
55,26.1041666666667,0.09,9,204.78099147314
55,26.1041666666667,0.25,25,210.899616733358
55,26.1041666666667,0.5,50,217.564775993938
55,26.1041666666667,0.75,75,224.763826112979
55,26.1041666666667,0.91,91,232.468855170783
55,26.1041666666667,0.98,98,241.461219762478
55,26.1041666666667,0.996,99.6,249.689149245878
56,26.3553333333333,0.004,0.4,196.364558909829
56,26.3553333333333,0.02,2,201.191794124094
56,26.3553333333333,0.09,9,207.335101277238
56,26.3553333333333,0.25,25,213.503395081263
56,26.3553333333333,0.5,50,220.220212070495
56,26.3553333333333,0.75,75,227.472144206616
56,26.3553333333333,0.91,91,235.230363316067
56,26.3553333333333,0.98,98,244.280268490236
56,26.3553333333333,0.996,99.6,252.556490599132
57,26.6065,0.004,0.4,198.769562726848
57,26.6065,0.02,2,203.648398022607
57,26.6065,0.09,9,209.855952521541
57,26.6065,0.25,25,216.08711225318
57,26.6065,0.5,50,222.870462267368
57,26.6065,0.75,75,230.19191562932
57,26.6065,0.91,91,238.021778223516
57,26.6065,0.98,98,247.151585646811
57,26.6065,0.996,99.6,255.497323978712
58,26.8576666666667,0.004,0.4,201.12083061737
58,26.8576666666667,0.02,2,206.060593948209
58,26.8576666666667,0.09,9,212.344609157431
58,26.8576666666667,0.25,25,218.651272266246
58,26.8576666666667,0.5,50,225.515329954678
58,26.8576666666667,0.75,75,232.922077087756
58,26.8576666666667,0.91,91,240.840978172516
58,26.8576666666667,0.98,98,250.071636945318
58,26.8576666666667,0.996,99.6,258.506649362253
59,27.1088333333333,0.004,0.4,203.42010632875
59,27.1088333333333,0.02,2,208.42982290524
59,27.1088333333333,0.09,9,214.802062597354
59,27.1088333333333,0.25,25,221.196340150877
59,27.1088333333333,0.5,50,228.154618484341
59,27.1088333333333,0.75,75,235.661610311886
59,27.1088333333333,0.91,91,243.685938266933
59,27.1088333333333,0.98,98,253.037050446481
59,27.1088333333333,0.996,99.6,261.579694253512
60,27.36,0.004,0.4,205.669052108791
60,27.36,0.02,2,210.757461398473
60,27.36,0.09,9,217.229261055083
60,27.36,0.25,25,223.722758658833
60,27.36,0.5,50,230.788131096787
60,27.36,0.75,75,238.409520082785
60,27.36,0.91,91,246.554680549797
60,27.36,0.98,98,256.044527934936
60,27.36,0.996,99.6,264.71178353162
61,27.6111666666667,0.004,0.4,207.86962391197
61,27.6111666666667,0.02,2,213.045133253774
61,27.6111666666667,0.09,9,219.627333895901
61,27.6111666666667,0.25,25,226.23107701083
61,27.6111666666667,0.5,50,233.415686573224
61,27.6111666666667,0.75,75,241.164717109005
61,27.6111666666667,0.91,91,249.445002402211
61,27.6111666666667,0.98,98,259.090376667674
61,27.6111666666667,0.996,99.6,267.897675662761
62,27.8623333333333,0.004,0.4,210.025067901427
62,27.8623333333333,0.02,2,215.29553463835
62,27.8623333333333,0.09,9,221.998182777809
62,27.8623333333333,0.25,25,228.722289502069
62,27.8623333333333,0.5,50,236.037162593654
62,27.8623333333333,0.75,75,243.925718837933
62,27.8623333333333,0.91,91,252.353783505012
62,27.8623333333333,0.98,98,262.169321106944
62,27.8623333333333,0.996,99.6,271.129887804636
63,28.1135,0.004,0.4,212.139145932836
63,28.1135,0.02,2,217.511793786318
63,28.1135,0.09,9,224.344022186631
63,28.1135,0.25,25,231.197568943678
63,28.1135,0.5,50,238.652452368677
63,28.1135,0.75,75,246.690862676141
63,28.1135,0.91,91,255.277491853068
63,28.1135,0.98,98,265.275374903469
63,28.1135,0.996,99.6,274.399926063776
64,28.3646666666667,0.004,0.4,214.215886448807
64,28.3646666666667,0.02,2,219.697265486251
64,28.3646666666667,0.09,9,226.667231984308
64,28.3646666666667,0.25,25,233.658180551859
64,28.3646666666667,0.5,50,241.261448987567
64,28.3646666666667,0.75,75,249.458370969405
64,28.3646666666667,0.91,91,258.212340613149
64,28.3646666666667,0.98,98,268.402112862066
64,28.3646666666667,0.996,99.6,277.698670841753
65,28.6158333333333,0.004,0.4,216.259628425038
65,28.6158333333333,0.02,2,221.855567665935
65,28.6158333333333,0.09,9,228.970383417794
65,28.6158333333333,0.25,25,236.105496189026
65,28.6158333333333,0.5,50,243.864045834473
65,28.6158333333333,0.75,75,252.226335717276
65,28.6158333333333,0.91,91,261.154255699357
65,28.6158333333333,0.98,98,271.542618934986
65,28.6158333333333,0.996,99.6,281.016308202014
66,28.867,0.004,0.4,218.275175794697
66,28.867,0.02,2,223.990707675275
66,28.867,0.09,9,231.256326872549
66,28.867,0.25,25,238.541040697714
66,28.867,0.5,50,246.460135153545
66,28.867,0.75,75,254.992663042942
66,28.867,0.91,91,264.098760264477
66,28.867,0.98,98,274.689299202673
66,28.867,0.996,99.6,284.342077228466
67,29.1181666666667,0.004,0.4,220.266768403594
67,29.1181666666667,0.02,2,226.106238948827
67,29.1181666666667,0.09,9,233.527603416986
67,29.1181666666667,0.25,25,240.96618075109
67,29.1181666666667,0.5,50,249.049623871505
67,29.1181666666667,0.75,75,257.755472094684
67,29.1181666666667,0.91,91,267.041818953516
67,29.1181666666667,0.98,98,277.835293425253
67,29.1181666666667,0.996,99.6,287.666246760861
68,29.3693333333333,0.004,0.4,222.233898197638
68,29.3693333333333,0.02,2,228.201835855898
68,29.3693333333333,0.09,9,235.784058263619
68,29.3693333333333,0.25,25,243.380863685454
68,29.3693333333333,0.5,50,251.632492044785
68,29.3693333333333,0.75,75,260.514688467137
68,29.3693333333333,0.91,91,269.983200021515
68,29.3693333333333,0.98,98,280.980065154327
68,29.3693333333333,0.996,99.6,290.98789764334
69,29.6205,0.004,0.4,224.174087251337
