observation,age,mu,sigma,nu
37,14.57,89.2830050969856,0.08316616844875,-0.122939710869197
38,14.57,89.2830050969856,0.08316616844875,-0.122939710869196
39,14.71,90.925542643423,0.082847414091994,-0.137402403799003
40,14.71,90.925542643423,0.082847414091994,-0.137402403799003
41,14.71,90.925542643423,0.082847414091994,-0.137402403799003
42,14.71,90.925542643423,0.082847414091994,-0.137402403799002
43,14.71,90.925542643423,0.082847414091994,-0.137402403799004
44,14.86,92.6839917084166,0.0824670033023509,-0.153097305567446
45,15,94.3238029453102,0.0820744751663299,-0.16794188151634
46,15,94.3238029453102,0.0820744751663299,-0.167941881516339
47,15,94.3238029453102,0.0820744751663299,-0.167941881516339
48,15.14,95.9621688618611,0.0816447865702161,-0.18298510860542
49,15.14,95.9621688618611,0.0816447865702161,-0.18298510860542
50,15.29,97.7158703191329,0.0811440277167023,-0.199326059626165
51,15.29,97.715870319133,0.0811440277167023,-0.199326059626164
52,15.29,97.7158703191329,0.0811440277167023,-0.199326059626165
53,15.43,99.3510063024512,0.0806412535622314,-0.214782509486402
54,15.43,99.3510063024511,0.0806412535622314,-0.214782509486401
55,15.57,100.984475826297,0.0801065611159409,-0.230433287253582
56,15.71,102.616209167719,0.0795421559696919,-0.246274972073971
57,15.71,102.616209167719,0.0795421559696919,-0.246274972073973
58,15.86,104.362489046367,0.0789069589109266,-0.263456167714396
59,15.86,104.362489046367,0.0789069589109267,-0.263456167714395
60,16,105.990404212673,0.0782879735563522,-0.279682420704582
61,16.14,107.616369047495,0.0776459618601863,-0.296089073840029
62,16.14,107.616369047495,0.0776459618601863,-0.29608907384003
63,16.14,107.616369047495,0.0776459618601863,-0.296089073840029
64,16.29,109.356230743456,0.0769349555302492,-0.313863933223731
65,16.29,109.356230743456,0.0769349555302492,-0.31386393322373
66,16.29,109.356230743456,0.0769349555302492,-0.313863933223731
67,16.29,109.356230743456,0.0769349555302492,-0.31386393322373
68,16.43,110.977933808679,0.0762519730812321,-0.330633390219656
69,16.43,110.977933808679,0.0762519730812321,-0.330633390219655
70,16.43,110.977933808679,0.0762519730812321,-0.330633390219655
71,16.43,110.977933808679,0.0762519730812321,-0.330633390219656
72,16.43,110.977933808679,0.0762519730812321,-0.330633390219655
73,16.57,112.597472393358,0.0755523828967453,-0.347572740452875
74,16.57,112.597472393358,0.0755523828967453,-0.347572740452875
75,16.71,114.214779636114,0.0748380915672073,-0.3646786463777
76,16.71,114.214779636114,0.0748380915672072,-0.3646786463777
77,16.71,114.214779636114,0.0748380915672073,-0.364678646377701
78,16.71,114.214779636114,0.0748380915672073,-0.3646786463777
79,16.86,115.945082201262,0.0740576910639979,-0.38318817749853
80,16.86,115.945082201262,0.074057691063998,-0.383188177498531
81,17,117.557636643658,0.0733159911497677,-0.400630860556148
82,17,117.557636643658,0.0733159911497677,-0.400630860556149
83,17,117.557636643658,0.0733159911497677,-0.400630860556148
84,17,117.557636643658,0.0733159911497677,-0.400630860556148
85,17,117.557636643658,0.0733159911497677,-0.400630860556149
86,17.14,119.167843916854,0.0725621508590947,-0.41823245480996
87,17.14,119.167843916854,0.0725621508590947,-0.41823245480996
88,17.29,120.890422379281,0.0717417951566363,-0.437264933489688
89,17.29,120.890422379281,0.0717417951566362,-0.437264933489689
90,17.43,122.495658524354,0.0709650495715377,-0.455188098689269
91,17.43,122.495658524354,0.0709650495715378,-0.455188098689268
92,17.43,122.495658524354,0.0709650495715378,-0.455188098689268
93,17.57,124.098442128713,0.0701783199572786,-0.473262834985078
94,17.57,124.098442128713,0.0701783199572786,-0.473262834985074
95,17.57,124.098442128713,0.0701783199572786,-0.473262834985074
96,17.57,124.098442128713,0.0701783199572786,-0.473262834985074
97,17.71,125.698738885354,0.0693822981855964,-0.491486752577147
98,17.71,125.698738885354,0.0693822981855964,-0.491486752577146
99,17.71,125.698738885354,0.0693822981855964,-0.491486752577145
100,17.71,125.698738885354,0.0693822981855964,-0.491486752577146
101,17.86,127.410543936789,0.0685198849148411,-0.511175209051814
102,17.86,127.410543936789,0.0685198849148411,-0.511175209051804
103,17.86,127.410543936789,0.0685198849148411,-0.511175209051804
104,17.86,127.410543936789,0.0685198849148411,-0.511175209051804
105,18,129.005580231231,0.0677067875815563,-0.529700542796844
106,18,129.00558023123,0.0677067875815563,-0.529700542796844
107,18,129.00558023123,0.0677067875815563,-0.529700542796844
108,18.14,130.598024306485,0.0668864799552719,-0.54836771773384
109,18.14,130.598024306485,0.0668864799552719,-0.548367717733841
110,18.14,130.598024306485,0.0668864799552719,-0.54836771773384
111,18.29,132.301305896031,0.0660021148169287,-0.568522264932749
112,18.29,132.301305896031,0.0660021148169287,-0.568522264932751
113,18.29,132.301305896031,0.0660021148169287,-0.568522264932751
114,18.29,132.301305896031,0.0660021148169287,-0.568522264932751
115,18.29,132.301305896031,0.0660021148169287,-0.56852226493275
116,18.29,132.301305896031,0.0660021148169287,-0.568522264932751
117,18.43,133.888313810006,0.0651795834742444,-0.587471532944259
118,18.43,133.888313810006,0.0651795834742444,-0.587471532944257
119,18.57,135.472692187652,0.0643683696291803,-0.606548717960701
120,18.57,135.472692187652,0.0643683696291803,-0.606548717960701
121,18.57,135.472692187652,0.0643683696291803,-0.606548717960701
122,18.71,137.054439257202,0.0635763955923473,-0.625748282481023
123,18.86,138.746246300874,0.0627577489798955,-0.64644875701442
124,19,140.322537167443,0.0620291672458685,-0.665884206466684
125,19,140.322537167443,0.0620291672458684,-0.665884206466685
126,19,140.322537167443,0.0620291672458684,-0.665884206466685
127,19.14,141.896191284056,0.0613418337226712,-0.685425027383769
128,19.14,141.896191284056,0.0613418337226712,-0.685425027383769
129,19.29,143.579321267928,0.0606585986280854,-0.706472260054041
130,19.29,143.579321267928,0.0606585986280854,-0.706472260054041
131,19.29,143.579321267928,0.0606585986280854,-0.706472260054041
132,19.29,143.579321267928,0.0606585986280854,-0.706472260054041
133,19.29,143.579321267928,0.0606585986280854,-0.706472260054042
134,19.29,143.579321267928,0.0606585986280854,-0.70647226005404
135,19.43,145.147507909137,0.0600772427756603,-0.726213734964985
136,19.43,145.147507909137,0.0600772427756603,-0.726213734964984
137,19.43,145.147507909137,0.0600772427756603,-0.726213734964985
138,19.43,145.147507909137,0.0600772427756603,-0.726213734964984
139,19.57,146.713052358533,0.0595565551056781,-0.746043573301821
140,19.57,146.713052358533,0.059556555105678,-0.74604357330182
141,19.57,146.713052358533,0.0595565551056781,-0.746043573301821
142,19.57,146.713052358533,0.059556555105678,-0.746043573301821
143,19.57,146.713052358533,0.059556555105678,-0.746043573301821
144,19.57,146.713052358533,0.0595565551056781,-0.746043573301821
145,19.57,146.713052358533,0.059556555105678,-0.74604357330182
146,19.71,148.275952993362,0.0591025258995609,-0.765956202508435
147,19.86,149.947574049175,0.0586907990212949,-0.787371921378317
148,19.86,149.947574049175,0.0586907990212949,-0.787371921378316
149,20,151.505084300917,0.0583670592934169,-0.80741685254675
150,20,151.505084300917,0.0583670592934169,-0.80741685254675
151,20,151.505084300917,0.0583670592934169,-0.80741685254675
152,20,151.505084300917,0.0583670592934169,-0.80741685254675
153,20,151.505084300917,0.0583670592934169,-0.80741685254675
154,20.14,153.060070592191,0.0580921962149541,-0.827498091540644
155,20.29,154.723385757684,0.0578416635553999,-0.849033292795448
156,20.29,154.723385757684,0.0578416635553999,-0.849033292795448
157,20.29,154.723385757684,0.0578416635553999,-0.849033292795447
158,20.29,154.723385757684,0.0578416635553999,-0.849033292795448
159,20.43,156.273309740433,0.0576395234437238,-0.86913177378756
160,20.43,156.273309740433,0.0576395234437238,-0.869131773787561
161,20.57,157.820869937488,0.0574591446512313,-0.889210594400727
162,20.57,157.820869937488,0.0574591446512313,-0.889210594400726
163,20.57,157.820869937488,0.0574591446512313,-0.889210594400726
164,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
165,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
166,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
167,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
168,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
169,20.71,159.366118498777,0.0572920359719698,-0.909251532428788
170,20.86,161.019235997566,0.0571181978331345,-0.930661225432867
171,21,162.559862065785,0.0569520297577284,-0.95056572532283
172,21,162.559862065785,0.0569520297577284,-0.950565725322832
173,21,162.559862065785,0.0569520297577283,-0.950565725322832
174,21.14,164.098336673015,0.0567737025527288,-0.970376374423277
175,21.14,164.098336673014,0.0567737025527288,-0.970376374423275
176,21.14,164.098336673014,0.0567737025527288,-0.970376374423277
177,21.14,164.098336673014,0.0567737025527288,-0.970376374423277
178,21.29,165.744373987826,0.0565603287963475,-0.991477192480769
179,21.29,165.744373987827,0.0565603287963475,-0.991477192480772
180,21.29,165.744373987827,0.0565603287963475,-0.991477192480769
181,21.29,165.744373987826,0.0565603287963475,-0.991477192480769
182,21.43,167.27855540758,0.0563384477556338,-1.01103486899664
183,21.43,167.27855540758,0.0563384477556338,-1.01103486899664
184,21.43,167.27855540758,0.0563384477556338,-1.01103486899664
185,21.57,168.810739125377,0.0560984064235679,-1.03044117665727
186,21.57,168.810739125377,0.0560984064235679,-1.03044117665727
187,21.57,168.810739125377,0.0560984064235679,-1.03044117665727
188,21.57,168.810739125377,0.0560984064235679,-1.03044117665727
189,21.57,168.810739125377,0.0560984064235679,-1.03044117665727
190,21.86,171.978400721885,0.055560136701391,-1.07007547831755
191,21.86,171.978400721885,0.055560136701391,-1.07007547831755
192,21.86,171.978400721885,0.055560136701391,-1.07007547831755
193,21.86,171.978400721885,0.055560136701391,-1.07007547831755
194,22,173.504749015145,0.0552883946334518,-1.08889672471354
195,22,173.504749015145,0.0552883946334518,-1.08889672471354
196,22,173.504749015145,0.0552883946334518,-1.08889672471354
197,22.14,175.029295199033,0.0550139598251629,-1.10748836983848
198,22.14,175.029295199033,0.0550139598251629,-1.10748836983848
199,22.29,176.66079232847,0.0547210578468254,-1.12713137206109
200,22.29,176.66079232847,0.0547210578468254,-1.12713137206109
201,22.43,178.18175839354,0.0544525138067041,-1.14518628935094
202,22.43,178.18175839354,0.0544525138067041,-1.14518628935094
203,22.43,178.18175839354,0.0544525138067041,-1.14518628935094
204,22.43,178.18175839354,0.0544525138067041,-1.14518628935094
205,22.43,178.18175839354,0.0544525138067041,-1.14518628935094
206,22.57,179.701069901538,0.0541922033548233,-1.16295258793321
207,22.57,179.701069901538,0.0541922033548233,-1.16295258793321
208,22.57,179.701069901538,0.0541922033548232,-1.1629525879332
209,22.71,181.218774892747,0.0539435460683026,-1.18041105282849
210,22.71,181.218774892747,0.0539435460683027,-1.18041105282849
211,22.71,181.218774892747,0.0539435460683026,-1.18041105282848
212,22.71,181.218774892747,0.0539435460683027,-1.18041105282849
213,22.86,182.84315635893,0.0536932194333267,-1.19875142559538
214,22.86,182.84315635893,0.0536932194333267,-1.19875142559538
215,22.86,182.84315635893,0.0536932194333267,-1.19875142559538
216,23,184.35765636737,0.0534724769239662,-1.21549334282757
217,23,184.35765636737,0.0534724769239662,-1.21549334282757
218,23,184.35765636737,0.0534724769239662,-1.21549334282757
219,23,184.35765636737,0.0534724769239662,-1.21549334282757
220,23.14,185.870636237714,0.0532596863925961,-1.23183220411156
221,23.14,185.870636237714,0.0532596863925961,-1.23183220411156
222,23.14,185.870636237714,0.0532596863925961,-1.23183220411156
223,23.29,187.490015089823,0.0530355873165588,-1.24884612346869
224,23.29,187.490015089823,0.0530355873165588,-1.2488461234687
225,23.29,187.490015089823,0.0530355873165589,-1.2488461234687
226,23.43,188.999890563786,0.0528255291370645,-1.2642248259048
227,23.43,188.999890563786,0.0528255291370645,-1.2642248259048
228,23.43,188.999890563786,0.0528255291370645,-1.2642248259048
229,23.43,188.999890563786,0.0528255291370645,-1.2642248259048
230,23.57,190.508288827614,0.052610299166349,-1.27907953436653
231,23.57,190.508288827614,0.052610299166349,-1.27907953436653
232,23.57,190.508288827614,0.052610299166349,-1.27907953436653
233,23.57,190.508288827614,0.052610299166349,-1.27907953436653
234,23.71,192.015223857854,0.0523857650009173,-1.2933708736831
235,23.86,193.62818924215,0.0521302607547714,-1.30801312093047
236,23.86,193.62818924215,0.0521302607547714,-1.30801312093047
237,24,195.132137749633,0.0518736454276961,-1.32101222406237
238,24,195.132137749633,0.0518736454276961,-1.32101222406237
239,24,195.132137749633,0.0518736454276961,-1.32101222406237
240,24.14,196.634665951488,0.051595549292248,-1.33332702002259
241,24.14,196.634665951488,0.051595549292248,-1.33332702002259
242,24.14,196.634665951488,0.051595549292248,-1.33332702002259
243,24.29,198.242957370737,0.0512694883170417,-1.34571733817484
244,24.29,198.242957370737,0.0512694883170417,-1.34571733817484
245,24.43,199.742583928387,0.0509370709849865,-1.35649381329389
246,24.43,199.742583928387,0.0509370709849865,-1.35649381329389
247,24.43,199.742583928387,0.0509370709849865,-1.35649381329389
248,24.43,199.742583928387,0.0509370709849865,-1.35649381329389
249,24.43,199.742583928387,0.0509370709849865,-1.35649381329389
250,24.57,201.240810263931,0.0505831104216133,-1.36649006930685
251,24.57,201.240810263931,0.0505831104216133,-1.36649006930685
252,24.71,202.737628187144,0.0502147145451497,-1.37569101474572
253,24.71,202.737628187144,0.0502147145451497,-1.37569101474572
254,24.71,202.737628187144,0.0502147145451497,-1.37569101474571
255,24.71,202.737628187144,0.0502147145451497,-1.37569101474572
256,24.71,202.737628187144,0.0502147145451497,-1.37569101474572
257,24.86,204.339789464715,0.0498118556263778,-1.38464947365196
258,24.86,204.339789464715,0.0498118556263777,-1.38464947365196
259,24.86,204.339789464715,0.0498118556263777,-1.38464947365196
260,25,205.833663908268,0.0494353852615313,-1.39215498223611
261,25,205.833663908268,0.0494353852615313,-1.39215498223611
262,25,205.833663908268,0.0494353852615313,-1.39215498223611
263,25,205.833663908268,0.0494353852615313,-1.39215498223611
264,25,205.833663908268,0.0494353852615313,-1.39215498223611
265,25,205.833663908268,0.0494353852615313,-1.39215498223611
266,25,205.833663908268,0.0494353852615313,-1.39215498223611
267,25,205.833663908268,0.0494353852615313,-1.39215498223611
268,25.14,207.326104783793,0.0490651469277655,-1.39881882788022
269,25.14,207.326104783793,0.0490651469277655,-1.39881882788021
270,25.14,207.326104783793,0.0490651469277655,-1.39881882788022
271,25.14,207.326104783793,0.0490651469277655,-1.39881882788022
272,25.14,207.326104783793,0.0490651469277655,-1.39881882788022
273,25.29,208.923548452294,0.0486825679914803,-1.40500752864129
274,25.43,210.412993739935,0.0483451731437545,-1.40987992181582
275,25.43,210.412993739935,0.0483451731437545,-1.40987992181582
276,25.43,210.412993739935,0.0483451731437545,-1.40987992181582
277,25.57,211.900980303852,0.0480329005639034,-1.41386429968394
278,25.71,213.38749995382,0.047751595299132,-1.41694557077803
279,25.86,214.978562367843,0.0474910670717555,-1.41922765651505
280,25.86,214.978562367843,0.0474910670717555,-1.41922765651505
281,25.86,214.978562367843,0.0474910670717555,-1.41922765651505
282,26,216.46200870543,0.0472895664094633,-1.42039466566265
283,26,216.46200870543,0.0472895664094633,-1.42039466566265
284,26,216.46200870543,0.0472895664094634,-1.42039466566264
285,26,216.46200870543,0.0472895664094633,-1.42039466566265
286,26.14,217.94393025048,0.0471269047490443,-1.42062911287539
287,26.14,217.94393025048,0.0471269047490443,-1.42062911287538
288,26.29,219.529972594202,0.0469936499928383,-1.41984347460408
289,26.29,219.529972594202,0.0469936499928383,-1.41984347460408
290,26.29,219.529972594202,0.0469936499928383,-1.41984347460408
291,26.57,222.485652655971,0.0468513898076122,-1.41549994983391
292,26.57,222.485652655971,0.0468513898076122,-1.41549994983391
293,26.57,222.485652655971,0.0468513898076122,-1.41549994983391
294,26.57,222.485652655971,0.0468513898076122,-1.41549994983391
295,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
296,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
297,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
298,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
299,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
300,26.71,223.961014562029,0.0468290366115055,-1.41191960488414
301,26.86,225.539874871553,0.0468389293879743,-1.40703884141669
302,26.86,225.539874871553,0.0468389293879743,-1.40703884141669
303,27,227.011682768446,0.0468782540650502,-1.4015065860135
304,27,227.011682768446,0.0468782540650502,-1.4015065860135
305,27,227.011682768446,0.0468782540650502,-1.4015065860135
306,27,227.011682768446,0.0468782540650502,-1.4015065860135
307,27.14,228.481722642199,0.0469452424233591,-1.39502936146179
308,27.14,228.481722642199,0.0469452424233591,-1.39502936146179
309,27.14,228.481722642199,0.0469452424233591,-1.39502936146179
310,27.29,230.054764712302,0.0470462213620753,-1.3870388780904
311,27.29,230.054764712302,0.0470462213620753,-1.3870388780904
312,27.43,231.521034251605,0.0471663576439589,-1.37859876284872
313,27.43,231.521034251605,0.0471663576439589,-1.37859876284872
314,27.57,232.985439270797,0.0473098833723911,-1.36921011950001
315,27.57,232.985439270797,0.0473098833723911,-1.36921011950001
316,27.71,234.44796093091,0.047474924349219,-1.35887455018436
317,27.71,234.44796093091,0.047474924349219,-1.35887455018436
318,27.71,234.44796093091,0.047474924349219,-1.35887455018436
319,27.71,234.44796093091,0.047474924349219,-1.35887455018436
320,27.71,234.44796093091,0.047474924349219,-1.35887455018436
321,27.71,234.44796093091,0.047474924349219,-1.35887455018436
322,27.86,236.012837436361,0.0476734870032203,-1.34675182890234
323,27.86,236.012837436361,0.0476734870032203,-1.34675182890234
324,27.86,236.012837436361,0.0476734870032203,-1.34675182890234
325,27.86,236.012837436361,0.0476734870032203,-1.34675182890234
326,27.86,236.012837436361,0.0476734870032203,-1.34675182890234
327,28,237.471398953298,0.0478770895475145,-1.33446009269397
328,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
329,28.14,238.928020242801,0.0480963863613805,-1.32122656959139
330,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
331,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
332,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
333,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
334,28.14,238.928020242801,0.0480963863613805,-1.3212265695914
335,28.29,240.486511816127,0.0483465701842515,-1.30600460061896
336,28.29,240.486511816127,0.0483465701842515,-1.30600460061896
337,28.29,240.486511816127,0.0483465701842515,-1.30600460061896
338,28.29,240.486511816127,0.0483465701842515,-1.30600460061896
339,28.43,241.939055163706,0.0485922059194827,-1.29082555584227
340,28.43,241.939055163706,0.0485922059194828,-1.29082555584226
341,28.43,241.939055163706,0.0485922059194827,-1.29082555584227
342,28.86,246.387871424497,0.0493983074572896,-1.23835498926904
343,28.86,246.387871424497,0.0493983074572897,-1.23835498926904
344,28.86,246.387871424497,0.0493983074572897,-1.23835498926904
345,29,247.83216927596,0.0496706073927201,-1.21937317343914
346,29,247.83216927596,0.0496706073927201,-1.21937317343914
347,29,247.83216927596,0.0496706073927201,-1.21937317343914
348,29,247.83216927596,0.0496706073927201,-1.21937317343914
349,29.14,249.274409208965,0.0499460587588122,-1.19946444624967
350,29.29,250.817383938091,0.0502453314314326,-1.17711146923846
351,29.43,252.255364792787,0.0505291507424758,-1.15530061609608
352,29.43,252.255364792787,0.0505291507424758,-1.15530061609608
353,29.43,252.255364792787,0.0505291507424758,-1.15530061609608
354,29.43,252.255364792787,0.0505291507424758,-1.15530061609608
355,29.57,253.691291413818,0.0508179335639013,-1.13258015124536
356,29.57,253.691291413818,0.0508179335639013,-1.13258015124536
357,29.71,255.12516502087,0.0511122999379619,-1.10895571114356
358,29.71,255.12516502087,0.0511122999379618,-1.10895571114356
359,29.71,255.12516502087,0.0511122999379619,-1.10895571114356
360,29.86,256.659181339955,0.0514346095779757,-1.08264707890125
361,29.86,256.659181339955,0.0514346095779757,-1.08264707890125
362,29.86,256.659181339955,0.0514346095779757,-1.08264707890125
363,29.86,256.659181339955,0.0514346095779757,-1.08264707890125
364,30,258.088806155188,0.0517425771151501,-1.05716804890555
365,30,258.088806155188,0.0517425771151501,-1.05716804890555
366,30,258.088806155188,0.0517425771151501,-1.05716804890555
367,30.14,259.516381702644,0.0520581254569976,-1.03080235564238
368,30.14,259.516381702644,0.0520581254569976,-1.03080235564238
369,30.14,259.516381702644,0.0520581254569976,-1.03080235564238
370,30.14,259.516381702644,0.0520581254569976,-1.03080235564238
371,30.14,259.516381702644,0.0520581254569976,-1.03080235564238
372,30.29,261.043654257866,0.052405401790997,-1.00157587744224
373,30.29,261.043654257866,0.0524054017909971,-1.00157587744224
374,30.29,261.043654257866,0.0524054017909971,-1.00157587744224
375,30.43,262.466988773489,0.0527388463657325,-0.973391454821102
376,30.57,263.888274953063,0.0530815887211072,-0.944338742894708
377,30.57,263.888274953063,0.0530815887211072,-0.944338742894713
378,30.57,263.888274953063,0.0530815887211072,-0.944338742894713
379,30.57,263.888274953063,0.0530815887211072,-0.944338742894713
380,30.57,263.888274953063,0.0530815887211072,-0.944338742894713
381,30.71,265.307498861979,0.0534319843414916,-0.914429096272945
382,31,268.240684725236,0.0541724887817524,-0.849801913710896
383,31,268.240684725236,0.0541724887817524,-0.849801913710896
384,31.14,269.653466250496,0.0545322383890451,-0.817339225320999
385,31.14,269.653466250496,0.0545322383890451,-0.817339225321
386,31.14,269.653466250496,0.0545322383890451,-0.817339225320998
387,31.14,269.653466250496,0.0545322383890451,-0.817339225321001
388,31.29,271.164793562577,0.0549156505769946,-0.781664236475611
389,31.29,271.164793562577,0.0549156505769946,-0.781664236475612
390,31.43,272.573137992153,0.0552689788584714,-0.74754700527502
391,31.43,272.573137992153,0.0552689788584714,-0.747547005275016
392,31.43,272.573137992153,0.0552689788584714,-0.747547005275016
393,31.43,272.573137992153,0.0552689788584714,-0.74754700527501
394,31.43,272.573137992153,0.0552689788584714,-0.747547005275016
395,31.57,273.979313783667,0.0556153420748852,-0.712650425911253
396,31.57,273.979313783668,0.0556153420748851,-0.712650425911253
397,31.71,275.383303621476,0.0559521432227555,-0.676987128754394
398,31.71,275.383303621476,0.0559521432227555,-0.676987128754394
399,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
400,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
401,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
402,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
403,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
404,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
405,31.86,276.885133035696,0.0562993770299406,-0.637939980744858
406,32,278.284539773839,0.0566078765489638,-0.600728684719949
407,32,278.284539773839,0.0566078765489638,-0.600728684719949
408,32,278.284539773839,0.0566078765489638,-0.60072868471995
409,32,278.284539773839,0.0566078765489638,-0.600728684719951
410,32.14,279.681713565014,0.0568979027529833,-0.562794243542801
411,32.14,279.681713565014,0.0568979027529833,-0.5627942435428
412,32.14,279.681713565014,0.0568979027529833,-0.562794243542801
413,32.29,281.176210328282,0.0571827324350895,-0.52137937644868
414,32.29,281.176210328282,0.0571827324350895,-0.521379376448679
415,32.29,281.176210328282,0.0571827324350895,-0.52137937644868
416,32.43,282.568768247504,0.0574190863405497,-0.482037045928738
417,32.43,282.568768247504,0.0574190863405497,-0.482037045928738
418,32.43,282.568768247504,0.0574190863405497,-0.482037045928738
419,32.43,282.568768247504,0.0574190863405497,-0.482037045928738
420,32.57,283.959104214624,0.0576218103991862,-0.442059912586626
421,32.71,285.34722239701,0.0577858527191243,-0.401477192726249
422,32.71,285.34722239701,0.0577858527191243,-0.401477192726249
423,32.71,285.34722239701,0.0577858527191243,-0.401477192726249
424,32.71,285.34722239701,0.0577858527191244,-0.401477192726251
425,32.71,285.34722239701,0.0577858527191244,-0.401477192726248
426,32.86,286.832035550588,0.0579129702165041,-0.357356884592734
427,32.86,286.832035550588,0.0579129702165041,-0.357356884592733
428,32.86,286.832035550588,0.0579129702165041,-0.357356884592734
429,33,288.21557300718,0.0579809366642981,-0.315612676150384
430,33,288.21557300718,0.0579809366642981,-0.315612676150386
431,33,288.21557300718,0.0579809366642981,-0.315612676150385
432,33.14,289.596905478789,0.0579949765662918,-0.273352616978728
433,33.14,289.596905478789,0.0579949765662917,-0.273352616978729
434,33.14,289.596905478789,0.0579949765662917,-0.273352616978728
435,33.14,289.596905478789,0.0579949765662917,-0.273352616978734
436,33.29,291.074462431766,0.0579447935515463,-0.227534738837108
437,33.29,291.074462431766,0.0579447935515463,-0.227534738837107
438,33.29,291.074462431766,0.0579447935515463,-0.227534738837107
439,33.43,292.451240691353,0.0578322531488593,-0.184299072360162
440,33.57,293.825827003667,0.0576521282038318,-0.140636954832246
441,33.57,293.825827003667,0.0576521282038318,-0.140636954832246
442,33.71,295.198233209086,0.0574089956542472,-0.0965667651721853
443,33.71,295.198233209086,0.0574089956542472,-0.0965667651721853
444,33.71,295.198233209086,0.0574089956542472,-0.0965667651721857
445,33.71,295.198233209086,0.0574089956542472,-0.0965667651721862
446,33.86,296.66627255259,0.0570950113865393,-0.0489027354627716
447,33.86,296.66627255259,0.0570950113865393,-0.0489027354627716
448,33.86,296.66627255259,0.0570950113865393,-0.0489027354627709
449,34.14,299.400069100972,0.0564225926264462,0.0412821515615116
450,34.14,299.400069100972,0.0564225926264462,0.0412821515615114
451,34.29,300.861145341329,0.0560489737722657,0.0902326143608549
452,34.29,300.861145341329,0.0560489737722657,0.0902326143608549
453,34.29,300.861145341329,0.0560489737722657,0.0902326143608549
