observation,age,quantile_residual
237,24,0.467360596823265
238,24,-1.29142612021505
239,24,0.373515087654699
240,24.14,0.874392627935713
241,24.14,0.785463561785632
242,24.14,-0.788141853692265
243,24.29,-0.852481907770931
244,24.29,-0.123198033600549
245,24.43,0.314119541835758
246,24.43,0.501168290465004
247,24.43,-1.01577050001252
248,24.43,1.85528564401932
249,24.43,-0.690098793609296
250,24.57,-0.122789903557336
251,24.57,-0.742877493923617
252,24.71,0.593327818530804
253,24.71,-0.0727700559780581
254,24.71,3.5654237095418
255,24.71,0.408469477670494
256,24.71,-2.19047477646937
257,24.86,-2.78337552408645
258,24.86,1.73170795658825
259,24.86,-1.30599317639755
260,25,-0.283137959715107
261,25,-0.59338398617103
262,25,-1.24847874964994
263,25,-0.385329024962645
264,25,-0.283137959715107
265,25,-1.24847874964994
266,25,-1.13594341438793
267,25,-0.806476137353966
268,25.14,0.0659895368266006
269,25.14,0.35363509628508
270,25.14,0.988073702630584
271,25.14,0.258848143311389
272,25.14,0.811833476647783
273,25.29,-0.924712309516247
274,25.43,0.345514151394062
275,25.43,-0.549113773440199
276,25.43,0.345514151394062
277,25.57,-0.921070467718772
278,25.71,-0.864073494580193
279,25.86,-1.25769765756698
280,25.86,-0.501667314312086
281,25.86,0.478301056372892
282,26,0.616132373414957
283,26,0.616132373414957
284,26,-0.654887232477342
285,26,-1.30818806430183
286,26.14,0.102220612930933
287,26.14,0.750679935563072
288,26.29,0.784306489949517
289,26.29,-0.552850793409287
290,26.29,0.69538793869597
291,26.57,1.12391868471662
292,26.57,0.692570556914154
293,26.57,-0.542387778096366
294,26.57,-0.853267083035775
295,26.71,0.285092132725455
296,26.71,-0.286897464322835
297,26.71,-0.897606440285655
298,26.71,-0.0921074708811286
299,26.71,-0.0921074708811286
300,26.71,1.07777600151007
301,26.86,1.10569878892089
302,26.86,0.679087520311923
303,27,-1.31266905132099
304,27,-0.287579084416285
305,27,1.14175629775887
306,27,-0.483742467629989
307,27.14,-0.427869566708122
308,27.14,-1.03383360396327
309,27.14,-2.02148387204465
310,27.29,0.357197219021679
311,27.29,-1.40026291006063
312,27.43,1.23379505670471
313,27.43,0.992485160258798
314,27.57,0.0915719047731638
315,27.57,1.9403361060649
316,27.71,-0.315241962921453
317,27.71,0.313522089326983
318,27.71,-0.315241962921453
319,27.71,1.67267000307752
320,27.71,-1.19282860754352
321,27.71,-1.82608029537949
322,27.86,-0.363900150033479
323,27.86,1.0840439529208
324,27.86,0.0873070646088253
325,27.86,1.54136289397021
326,27.86,-0.363900150033479
327,28,-0.873636926762488
328,28.14,0.00626150914419949
329,28.14,-1.91904335617083
330,28.14,0.00626150914419949
331,28.14,1.59088603254015
332,28.14,0.430740747777483
333,28.14,-0.907610238049448
334,28.14,-0.439343075650459
335,28.29,0.623723468491455
336,28.29,0.860770899606886
337,28.29,0.703471196831601
338,28.29,-0.575779389253463
339,28.43,1.2693329580213
340,28.43,2.74021983462102
341,28.43,0.893935242860599
342,28.86,0.212098878659349
343,28.86,-0.198341694838203
344,28.86,1.47918853653848
345,29,0.863946943931147
346,29,0.789965315059385
347,29,1.08213537266285
348,29,0.410307009563826
349,29.14,-0.0220671286747472
350,29.29,0.325970244280132
351,29.43,0.0582346806006516
352,29.43,-0.0200563843341286
353,29.43,-1.28014607244691
354,29.43,0.514317257362404
355,29.57,-0.534034335605261
356,29.57,-0.452270217428696
357,29.71,-0.242794714795295
358,29.71,1.00625684617984
359,29.71,-2.34220104558642
360,29.86,-1.01082521950089
361,29.86,0.611134213398484
362,29.86,0.101018627880448
363,29.86,-0.927016809033519
364,30,-1.20214294933553
365,30,0.360703222901911
366,30,-0.70616667963703
367,30.14,1.95653567803582
368,30.14,-0.112911854305496
369,30.14,-0.18811358041228
370,30.14,-1.3069676580447
371,30.14,-1.56397345831186
372,30.29,-0.922994617355532
373,30.29,-1.50170669175277
374,30.29,-0.842969063948497
375,30.43,-0.328220019033626
376,30.57,-2.30824647163646
377,30.57,0.629364270712616
378,30.57,0.0790420838991759
379,30.57,-0.355373688971825
380,30.57,0.629364270712616
381,30.71,-0.0926710783687689
382,31,-0.016576989601367
383,31,-0.016576989601367
384,31.14,0.0911574256866646
385,31.14,-0.462854166475055
386,31.14,1.17514917960017
387,31.14,0.422565127944809
388,31.29,-0.21476173110846
389,31.29,-0.997739350891267
390,31.43,2.11290464302109
391,31.43,0.91540785125044
392,31.43,0.0942835601164521
393,31.43,2.73515171152985
394,31.43,-0.172225395427461
395,31.57,0.00135750237308328
396,31.57,0.760381391989764
397,31.71,-0.626922691728249
398,31.71,-0.155807937454266
399,31.86,-0.317980879958177
400,31.86,0.447025875714382
401,31.86,-1.28348032078572
402,31.86,0.38530909700224
403,31.86,1.50025683311035
404,31.86,-1.35572897443302
405,31.86,1.44445942377545
406,32,0.233364352815336
407,32,0.295334602543451
408,32,0.719515384599329
409,32,1.68462537585374
410,32.14,0.268131962493233
411,32.14,-0.691953124236871
412,32.14,-0.559157160641376
413,32.29,0.356602185523986
414,32.29,-0.520051132215862
415,32.29,-0.0733881850401229
416,32.43,-1.00061685975152
417,32.43,0.148897633255302
418,32.43,-0.348320357642256
419,32.43,0.0265484703547013
420,32.57,-0.0587600815939423
421,32.71,-0.0210757518149097
422,32.71,1.78252252685513
423,32.71,0.571894337688172
424,32.71,-2.06164382183057
425,32.71,0.0998300092282454
426,32.86,0.189294228014027
427,32.86,-1.18696290869395
428,32.86,0.189294228014027
429,33,1.02299429103041
430,33,-0.254718083347531
431,33,0.106348705372813
432,33.14,-0.0355870270861127
433,33.14,0.998272133709217
434,33.14,1.10836953533192
435,33.14,2.51129878616372
436,33.29,-0.797295749146024
437,33.29,0.913750922666715
438,33.29,1.77497625533479
439,33.43,-3.18484724802726
440,33.57,-1.54072415490055
441,33.57,-1.54072415490055
442,33.71,1.45370787925919
443,33.71,1.12739170928904
444,33.71,0.0472398352811656
445,33.71,0.511051511519583
446,33.86,0.993193050839837
447,33.86,1.64764805098156
448,33.86,-0.0986647501320646
449,34.14,-0.443332632411521
450,34.14,0.0944683335871319
451,34.29,1.04724755360242
452,34.29,-0.777933382731322
453,34.29,-0.593686592563485
454,34.29,-0.230319721128723
455,34.43,-1.04898997203192
456,34.43,0.514880353326756
457,34.43,0.105292036418657
458,34.43,0.859666751636065
459,34.43,0.281816985805007
460,34.43,-0.132429898527399
461,34.43,-0.986605114588526
462,34.43,1.3664236139213
463,34.57,-0.455503094014833
464,34.57,-0.0346411404851488
465,34.71,-0.235539819802276
466,34.71,0.764455640035112
467,34.71,-0.96794423887301
468,35,-1.32289148285124
469,35,0.251442252791007
470,35.14,0.230154556352864
471,35.14,-0.243482298659513
472,35.14,1.38209171047672
473,35.14,-0.423094548526351
474,35.14,0.230154556352864
475,35.29,0.898001030752914
476,35.29,-0.447448911253851
477,35.29,1.12638375868849
478,35.29,1.91347585487089
479,35.43,-0.052140900512625
480,35.57,-0.600110135905546
481,35.57,0.333923950142741
482,35.71,0.767763606963453
483,35.71,-0.207056108445801
484,35.86,0.905498507175619
485,35.86,-2.70756109253393
486,35.86,1.29693248909104
487,35.86,-0.230187707333572
488,36,-0.133603315040903
489,36,0.149521137148263
490,36,-0.704233236269152
491,36,-0.0768633958324769
492,36,-0.876590730779921
493,36,0.823280344391278
494,36.14,-0.432772224730276
495,36.14,-0.432772224730276
496,36.14,0.0731418549916587
497,36.29,-1.17941171887135
498,36.29,0.92989630071328
499,36.43,0.303140694759184
500,36.43,1.60712364019842
501,36.43,-0.850834382535582
502,36.43,1.66113062884215
503,36.43,0.248472589926104
504,36.57,0.606070091741695
505,36.57,2.11064813596803
506,36.57,0.552078044298345
507,36.57,-0.531693735311109
508,36.71,-0.274756632549314
509,36.86,-0.240845339008145
510,36.86,-2.25242605895475
511,37,1.2117464502076
512,37,0.425133366336811
513,37,0.477520934007621
514,37.14,0.0410674067406057
515,37.14,-0.217462108083514
516,37.29,1.35688185040072
517,37.29,-0.440089707074842
518,37.29,-0.185236743802495
519,37.43,-0.0985910969279894
520,37.57,-1.00632090549272
521,37.71,-1.05886745941155
522,37.71,-2.44325354061005
523,37.71,2.81846043616216
524,37.86,0.295029495990594
525,37.86,0.0978213363757759
526,37.86,-0.778294592267689
527,38,-1.07005813077862
528,38.14,-0.746320398046352
529,38.14,0.25947570386354
530,38.29,-1.12895650770343
531,38.29,0.286121153540029
532,38.29,-1.26642849212887
533,38.29,0.971094174529825
534,38.43,-0.6750278143849
535,38.43,0.803517268881434
536,38.43,0.0299238675998382
537,38.57,0.687282152575371
538,38.57,-0.314394092180791
539,38.57,0.445015176350721
540,38.57,-0.91344785874894
541,38.71,-1.84498788374686
542,38.71,-0.327298458810861
543,38.71,0.913654522857216
544,38.86,-0.112567714043507
545,38.86,-0.205669262984008
546,38.86,-0.01902437463955
547,39,-0.449077839874924
548,39,0.107127965671704
549,39,0.296302155062008
550,39,-0.173099481965121
551,39.14,-0.998008789820878
552,39.14,-0.821315863579226
553,39.14,-1.08559896399792
554,39.29,1.03697457527526
555,39.29,2.26397306263918
556,39.57,-1.62592977675224
557,39.71,0.12417338612128
558,39.71,1.30123159400709
559,39.86,2.5668105642944
560,39.86,-1.02283771852086
561,40,-0.776207073858469
562,40.14,1.16677070688681
563,40.14,-0.524174588359719
564,40.29,1.7376704769951
565,40.29,0.947802465591081
566,40.43,-0.331309073291689
567,40.43,-0.0505847636519025
568,40.71,1.02388459440488
569,40.71,1.50725202845938
570,40.71,-0.222185405819989
571,40.86,-1.30951596573286
572,40.86,-0.335867946709266
573,40.86,1.2245345663556
574,40.86,-0.00316996451431415
575,40.86,0.696386350062369
576,41,0.684997451023564
577,41,1.16238399919271
578,41.14,-0.129379543918569
579,41.14,0.884181325294311
580,41.14,0.0652264615348157
581,41.14,0.314134409515731
582,41.14,-0.320008897992109
583,41.29,-0.93251055927172
584,41.43,-0.0178469346451648
585,41.57,0.0663133225085334
586,41.57,0.684167254830799
587,41.71,-0.572750293873915
588,41.71,0.356046013206509
589,41.71,-0.75532934163636
590,41.86,-0.116338741139012
591,41.86,-3.09021901474655
592,41.86,-1.16801297513156
593,41.86,-0.77433593203929
594,41.86,-0.995816803051539
595,42,-1.34856343737972
596,42,0.270923202434385
597,42,-0.652805786652458
598,42,-0.878063675193315
599,42,-0.0326172259949294
600,42,-1.00976659106767
601,42,-1.0961477526048
602,42,-0.966150822531033
603,42.14,0.153688782397139
604,42.14,-0.097117413375119
605,42.14,-1.44241815954528
606,42.14,0.788451560769484
607,42.14,0.465200571001134
608,42.29,-1.16895791733199
609,42.43,-1.58753623886639
